Date,6758.T_close,7203.T_close,AAPL_close,AMZN_close,TSLA_close,6758.T_return,7203.T_return,AAPL_return,AMZN_return,TSLA_return,6758.T_ma5,7203.T_ma5,AAPL_ma5,AMZN_ma5,TSLA_ma5,6758.T_ma25,7203.T_ma25,AAPL_ma25,AMZN_ma25,TSLA_ma25
2023-01-03,2007.091796875,1669.9803466796875,123.47061157226562,85.81999969482422,108.0999984741211,0.021642982743805828,0.004724688368002328,-0.01060465577115266,-0.023725589118479662,-0.029039097760312105,2163.670654296875,1699.6852783203126,125.61680603027344,85.50400085449219,112.98199768066407,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-04,2007.091796875,1669.9803466796875,124.74411010742188,85.13999938964844,113.63999938964844,0.021642982743805828,0.004724688368002328,-0.01060465577115266,-0.023725589118479662,-0.029039097760312105,2163.670654296875,1699.6852783203126,125.61680603027344,85.50400085449219,112.98199768066407,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-05,2050.53125,1677.8704833984375,123.4212417602539,83.12000274658203,110.33999633789062,0.021642982743805828,0.004724688368002328,-0.01060465577115266,-0.023725589118479662,-0.029039097760312105,2163.670654296875,1699.6852783203126,125.61680603027344,85.50400085449219,112.98199768066407,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-06,2099.89404296875,1694.1156005859375,127.9624252319336,86.08000183105469,113.05999755859376,0.024073172729627945,0.009681985199832877,0.03679418070108986,0.035611152390083056,0.024651090365942707,2163.670654296875,1699.6852783203126,125.61680603027344,85.50400085449219,112.98199768066407,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-09,2099.89404296875,1694.1156005859375,128.4856414794922,87.36000061035156,119.7699966430664,0.024073172729627945,0.009681985199832877,0.03679418070108986,0.035611152390083056,0.024651090365942707,2163.670654296875,1699.6852783203126,125.61680603027344,85.50400085449219,112.98199768066407,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-10,2117.664794921875,1695.9722900390625,129.05824279785156,89.87000274658203,118.8499984741211,0.024073172729627945,0.009681985199832877,0.03679418070108986,0.035611152390083056,0.024651090365942707,2163.670654296875,1699.6852783203126,126.73433227539063,86.31400146484376,115.13199768066406,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-11,2191.70849609375,1705.7191162109375,131.782958984375,95.08999633789062,123.22000122070312,0.0349647882655606,0.005747043291403298,0.02111229881528187,0.058083825879343465,0.036769060182475055,2163.670654296875,1699.6852783203126,128.14210205078126,88.30400085449219,117.047998046875,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-12,2200.593994140625,1724.28466796875,131.70399475097656,95.2699966430664,123.55999755859376,0.004054142265137672,0.01088429600241203,-0.0005991991226104165,0.0018929468094222024,0.0027592625752508315,2163.670654296875,1699.6852783203126,129.79865264892578,90.73399963378907,119.69199829101562,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-13,2165.052978515625,1685.2969970703125,133.03671264648438,98.12000274658205,122.4000015258789,-0.016150646470740493,-0.022610924763580953,0.010119039274607333,0.029915043601747238,-0.009388119582672938,2163.670654296875,1699.6852783203126,130.81351013183593,93.14199981689453,121.55999908447265,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-16,2143.3330078125,1687.1533203125,133.03671264648438,98.12000274658205,122.4000015258789,-0.016150646470740493,-0.022610924763580953,0.010119039274607333,0.029915043601747238,-0.009388119582672938,2163.670654296875,1699.6852783203126,130.81351013183593,93.14199981689453,121.55999908447265,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-17,2195.657470703125,1729.390380859375,134.2016143798828,96.0500030517578,131.49000549316406,-0.016150646470740493,-0.022610924763580953,0.010119039274607333,0.029915043601747238,-0.009388119582672938,2179.269189453125,1706.368896484375,130.81351013183593,93.14199981689453,121.55999908447265,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-18,2241.07177734375,1772.555419921875,133.48095703125,95.45999908447266,128.77999877929688,0.02068369372117118,0.024959684950398797,-0.005369960353776793,-0.00614267515397382,-0.020609982513142944,2189.141845703125,1719.7361572265625,130.81351013183593,93.14199981689453,121.55999908447265,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-19,2246.9951171875,1730.78271484375,133.54017639160156,93.68000030517578,127.16999816894533,0.0026430835030062383,-0.023566374629892306,0.000443653998807525,-0.01864654092151996,-0.012501946153228083,2198.4220703125,1721.0357666015625,130.81351013183593,93.14199981689453,121.55999908447265,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
2023-01-20,2256.867919921875,1747.9559326171875,136.10691833496094,97.25,133.4199981689453,0.004393780235149025,0.009922226300363768,0.01922074698952403,0.03810845093076898,0.049146812062518475,2216.78505859375,1733.5675537109375,130.81351013183593,93.14199981689453,121.55999908447265,2274.322392578125,1745.616669921875,150.57563171386718,95.41919982910156,190.42920043945313
